Concurso,Dia,Mês,Ano,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Ganhadores 6 acertos,Ganhadores 5 acertos,Ganhadores 4 acertos,Rateio 6 acertos,Rateio 5 acertos,Rateio 4 acertos,Acumulado 6 acertos,Arrecadação Total,Estimativa prêmio,Acumulado Sorteio Especial Mega da Virada
369,12,6,2002,1,14,21,35,42,60,1,46,4167,1221738.07,9775.55,107.51,0,0,0,0
398,21,9,2002,7,16,22,28,36,37,1,63,5106,2221289.77,11494.73,141.29,0,0,0,0
559,1,5,2004,6,13,17,25,36,53,1,75,4460,3707152.54,8184.51,137.11,0,0,0,0
367,5,6,2002,10,12,27,33,49,52,1,71,3040,1150498.02,6157.48,143.27,0,0,0,0
365,29,5,2002,19,23,34,37,52,58,1,45,2433,462752.26,8569.49,157.9,0,0,0,0
364,25,5,2002,5,29,44,51,57,59,1,76,3315,1307293.04,9033.16,206.32,0,0,0,0
354,17,4,2002,7,16,38,40,41,52,1,93,6184,18680098.1,16450.68,246.46,0,0,0,0
408,26,10,2002,14,28,33,44,49,56,1,269,13970,18948827.67,7085.43,135.92,0,0,0,0
414,16,11,2002,16,26,35,45,52,58,1,51,5527,17428452.98,28964.68,266.26,0,0,0,0
298,22,9,2001,5,22,23,24,34,60,1,50,4372,2994572.21,17440.22,198.71,0,0,0,0
308,27,10,2001,4,11,25,29,39,55,1,62,5173,4138172.99,15297.99,182.67,0,0,0,0
569,5,6,2004,3,9,14,15,32,57,1,434,29922,46663532.7,11906.37,172.04,0,0,0,0
524,20,12,2003,19,29,34,41,47,48,1,180,17156,42794697.56,26580.49,277.83,0,0,0,0
499,20,9,2003,1,4,5,11,44,59,1,126,8903,8698099.22,10216.18,144.04,0,0,0,0
579,10,7,2004,4,9,15,17,34,39,1,90,5172,1175432.13,7463.06,129.38,0,0,0,0
555,17,4,2004,5,23,31,33,45,49,1,152,10733,23810057.19,13350.07,188.35,0,0,0,0
535,4,2,2004,6,14,28,47,49,56,1,59,4136,7834139.14,12025.02,170.89,0,0,0,0
537,11,2,2004,3,7,19,34,37,39,1,128,5345,2054340.05,4366.34,104.17,0,0,0,0
578,7,7,2004,3,18,23,48,56,58,1,62,3639,3982872.62,12879.26,218.6,0,0,0,0
283,1,8,2001,25,28,34,42,48,54,1,36,2126,367173.22,8499.38,143.38,0,0,0,0
315,21,11,2001,12,21,22,28,43,50,1,43,4598,13675105.67,24188.06,225.35,0,0,0,0
667,25,5,2005,1,4,5,16,23,49,1,203,15283,34263173.55,11296.7,149.48,0,0,0,0
657,20,4,2005,16,20,33,58,59,60,1,56,3995,11354235.39,18168.36,253.72,0,0,0,0
679,6,7,2005,3,21,25,37,54,58,1,448,22087,51890452.61,9610.91,194.2,0,0,0,0
669,1,6,2005,7,24,27,40,41,49,1,32,2427,2170216.15,20522.3,269.57,0,0,0,0
629,8,1,2005,15,16,39,40,47,51,1,15,1865,1104456.38,42074.53,337.13,0,0,0,0
624,15,12,2004,8,23,34,39,43,52,1,108,7284,22375180.08,13482.59,199.16,0,0,0,0
628,5,1,2005,8,16,22,30,56,58,1,76,5510,17373966.13,20331.21,279.37,0,0,0,0
603,2,10,2004,4,8,11,12,29,44,1,233,12565,24750883.61,6701.5,123.8,0,0,0,0
631,15,1,2005,1,20,28,32,44,47,1,46,3548,10579247.17,21955.84,283.58,0,0,0,0
641,23,2,2005,1,9,13,17,33,34,1,366,20840,31923289.19,5766.38,100.89,0,0,0,0
647,16,3,2005,11,12,14,19,54,56,1,50,5432,17603353.15,25009.18,229.34,0,0,0,0
606,13,10,2004,6,23,32,35,41,55,1,43,3770,11878491.65,20736.93,235.63,0,0,0,0
837,27,1,2007,5,6,16,24,34,60,1,73,6233,25067473.09,20418.03,238.23,0,0,0,0
685,27,7,2005,5,12,27,33,43,56,1,347,15404,44331219.78,6029.62,135.32,0,0,0,0
716,23,11,2005,2,7,16,29,32,50,1,37,2512,945382.75,14600.51,214.25,0,0,0,0
783,22,7,2006,4,8,21,32,43,48,1,140,8427,28244624.32,10572.64,174.99,0,0,0,0
740,22,2,2006,12,16,28,29,47,50,1,90,6943,26132814.65,17953.91,231.85,0,0,0,0
791,19,8,2006,9,14,19,35,42,58,1,114,5756,12212213.94,8665.54,170.97,0,0,0,0
834,17,1,2007,10,16,17,34,44,51,1,42,3073,2820323.56,19887.17,270.78,0,0,0,0
729,14,1,2006,5,18,33,43,56,57,1,51,5041,4969519.9,17231.34,173.67,0,0,0,0
848,10,3,2007,17,27,32,34,47,56,1,90,4602,1351049.04,8578.09,167.13,0,0,0,0
654,9,4,2005,6,10,11,40,41,56,1,66,4745,15767596.35,20244.14,280.52,0,0,0,0
753,8,4,2006,2,7,22,35,43,59,1,152,8630,17388228.32,9083.97,159.4,0,0,0,0
847,7,3,2007,14,15,27,42,44,48,1,242,14062,40484388.84,10411.84,178.5,0,0,0,0
804,4,10,2006,3,13,37,47,56,59,1,134,9937,34172202.25,13835.88,185.88,0,0,0,0
768,31,5,2006,4,8,30,33,37,59,1,93,6408,21024430.31,13647.3,197.31,0,0,0,0
785,29,7,2006,5,8,17,35,37,48,1,126,6657,9770979.43,6940.06,130.87,0,0,0,0
861,25,4,2007,39,40,42,47,59,60,1,34,2296,10840760.96,25977.84,383.23,0,0,0,0
734,1,2,2006,27,29,43,44,45,54,1,58,3984,16726569.98,19354,280.69,0,0,0,0
862,28,4,2007,2,8,11,12,19,35,1,99,5632,1152211.3,6650.57,116.46,0,0,0,0
774,21,6,2006,5,10,37,46,54,58,1,64,4336,16319071.08,16352.03,240.45,0,0,0,0
832,10,1,2007,15,17,23,33,39,49,1,510,37086,52807317.17,13486.58,184.77,0,0,0,0
90,23,11,1997,9,21,26,40,52,54,1,74,4763,15764300.87,18584.49,288.17,0,0,0,0
133,19,9,1998,5,6,19,34,39,57,1,431,29264,30533241.12,10035.16,147.51,0,0,0,0
144,5,12,1998,8,32,36,44,45,55,1,257,23952,33597755.21,20952.14,224.38,0,0,0,0
112,25,4,1998,12,20,34,37,42,43,1,137,8340,15802579.93,9957.01,163.25,0,0,0,0
147,24,12,1998,6,16,23,24,28,38,1,75,5418,3805750.38,11760.17,162.48,0,0,0,0
1664,24,12,2014,8,21,23,29,36,48,1,131,8211,7993708.78,17494.74,398.73,0,39145840,240000000,0
2,18,3,1996,9,37,39,41,43,49,1,65,4488,2307162.23,14424.02,208.91,0,0,0,0
11,20,5,1996,15,25,37,38,58,59,1,148,9442,15591365.07,12706.05,199.16,0,0,0,0
17,1,7,1996,6,10,13,19,20,51,1,144,9376,6789869.08,7628.37,117.16,0,0,0,0
24,19,8,1996,1,8,14,28,33,43,1,227,13486,18661679.61,7897.31,132.93,0,0,0,0
29,22,9,1996,3,8,14,43,56,58,1,44,5248,5401793.6,23083.15,193.53,0,0,0,0
33,20,10,1996,5,17,33,39,42,49,1,128,8722,13997410.74,9545.76,140.09,0,0,0,0
63,18,5,1997,9,25,26,40,41,49,1,82,6359,13680019.57,16246.91,209.1,0,0,0,0
869,23,5,2007,27,29,42,49,50,51,1,57,3912,16192436.64,20414.39,296.32,0,0,9000000,0
875,13,6,2007,18,20,24,36,53,58,1,153,8240,26631943.24,11566.24,213.95,0,0,1500000,0
882,7,7,2007,17,41,42,44,45,60,1,81,6642,21492982.24,20989.74,255,0,0,1300000,0
888,28,7,2007,24,40,50,52,54,60,1,50,3672,18947548.96,28873.65,391.67,0,0,1000000,0
900,8,9,2007,4,18,21,34,38,59,1,89,6184,23334752.92,15842,227.14,0,0,1500000,0
2655,11,11,2023,10,23,30,31,49,56,0,57,3909,0,57391.95,1195.53,30191355.9,56739440,37000000,99742915.8
2524,28,9,2022,3,20,22,37,41,43,0,404,30194,0,43914.62,839.4,267006265.85,307715733,300000000,99334205.96
1159,6,3,2010,5,6,34,46,53,55,0,72,7628,0,23949.93,322.94,25368068.86,29453948,30000000,9905576.66
2774,14,9,2024,6,16,22,24,38,50,0,66,4967,0,60519.72,1148.81,73631799.74,69278750,82000000,98749216.12
1264,9,3,2011,4,17,36,37,51,56,0,29,2583,0,29003.13,465.17,15184977.6,14366458,18000000,9837015.96
2653,7,11,2023,14,32,41,43,48,60,0,31,1965,0,63674.08,1435.03,7668962.65,34236050,12000000,98276621.25
2652,4,11,2023,13,23,26,29,45,59,0,76,4089,0,28805.98,764.85,4032837.37,37971305,9000000,97757174.76
1682,28,2,2015,7,13,35,37,39,51,0,201,8761,0,8894.93,291.53,3293462.01,30538312.5,7000000,9770799.18
2773,12,9,2024,19,23,32,34,38,57,0,88,5541,0,37812.04,857.88,46898697.74,57712790,55000000,97698084.28
1371,14,3,2012,3,4,8,11,47,49,0,101,7421,0,12265.25,238.47,2281981.94,21159460,5000000,9753725.5
2347,24,2,2021,8,9,17,30,58,60,0,74,5504,0,46850.78,899.85,41723252.74,60132298.5,50000000,9750700.48
1773,24,12,2015,15,30,39,41,45,59,0,36,2312,0,55113.48,1225.95,3654894.04,33889656.5,6000000,97307274.17
2772,10,9,2024,1,12,33,41,53,56,0,51,4052,0,64804.31,1165.21,40769166.6,57323580,50000000,96822436.96
2127,23,2,2019,1,7,28,30,44,46,0,76,6182,0,42197.6,741.09,37412155.6,55624709,43000000,9651459.54
2683,1,2,2024,1,3,23,27,47,57,0,124,8280,0,40113.14,858.18,83389575.6,86271555,95000000,9649416.73
2232,8,2,2020,7,8,31,34,38,47,0,111,8685,0,54265.87,990.79,91897849.01,104474196,105000000,9644771.22
1263,5,3,2011,4,18,26,36,41,53,0,79,4180,0,17195.98,464.27,2502467.36,23203890,5000000,9615676.26
2771,6,9,2024,7,13,14,33,38,50,0,94,6858,0,37663.95,737.49,34680972.48,61406300,40000000,95952694.93
2455,19,2,2022,21,38,50,53,56,59,0,44,3811,0,76582.32,1263.11,31509244.82,58444069.5,37000000,9572791.6
1473,2,3,2013,2,12,33,57,58,60,0,121,8300,0,18428.91,383.8,10367470.95,38088322,15000000,9540054.94
2770,3,9,2024,21,28,37,44,50,60,0,35,2345,0,73311.94,1563.15,28159162.88,44504305,33000000,95021007.82
2650,28,10,2023,9,18,29,37,39,58,0,136,7564,0,44304.85,1137.99,89438435.62,104507955,105000000,94975592.19
1020,8,11,2008,1,2,19,32,39,52,0,56,4646,0,27920.81,336.54,14716218.54,0,18000000,9484749.33
2523,24,9,2022,1,10,27,36,37,45,0,294,20572,0,44862.56,915.91,169218785.1,228765568.5,200000000,94665388.98
1158,3,3,2010,23,30,31,54,55,60,0,38,2442,0,33658.71,748.23,2356109.85,21846804,5000000,9451788.55
2769,31,8,2024,10,16,35,46,49,60,0,25,2725,0,99848.97,1308.63,23432471.91,43295510,30000000,94345766.23
2439,18,12,2021,2,8,34,38,47,51,0,46,3008,0,40082.94,875.67,93986574.37,31979866.5,370000000,93986574.37
2219,21,12,2019,8,28,36,45,57,59,0,26,2235,0,62086.22,1031.79,110640988.95,27998055,300000000,93745132.69
1057,18,3,2009,2,3,4,15,49,59,0,46,3923,0,18772.07,220.12,1590685.29,0,3000000,9373507.73
1770,16,12,2015,11,26,27,30,34,41,0,110,8861,0,55796.09,989.49,176010619.85,104834271.5,187000000,93732670.74
2768,29,8,2024,2,12,18,28,32,33,0,36,3474,0,46680.86,691.05,5865639.48,29147450,9500000,93688865.1
2649,26,10,2023,6,11,26,32,46,56,0,76,6117,0,52779.21,936.78,78338906.99,69572195,90000000,93389945.23
2767,27,8,2024,14,21,42,47,50,59,0,24,1487,0,62653.9,1444.6,2769961.7,26080660,6500000,93246625.39
1908,1,3,2017,4,10,13,23,27,57,0,95,5839,0,17555.12,408.02,33129739.06,28926369.5,38000000,9316754.26
2217,17,12,2019,10,14,16,30,32,36,0,51,3258,0,41197.38,921.27,35055609.49,36441738,39000000,92605467.06
2648,24,10,2023,20,44,45,46,56,59,0,38,2775,0,90552.96,1771.43,51268509.88,59682290,60000000,92334361.1
1769,12,12,2015,32,37,44,47,54,60,0,105,7782,0,54460.29,1049.73,164704569.73,97673341.5,175000000,92117520.71
2442,8,1,2022,2,7,9,25,41,49,0,63,4651,0,31638.77,612.23,6445978.98,34571596.5,11000000,920854.18
2216,14,12,2019,10,24,42,43,48,49,0,49,4361,0,62000.46,995.19,31185223.61,52692673.5,36000000,92052554.77
2765,22,8,2024,8,12,34,39,43,47,0,66,3707,0,35663.33,907.07,24061846.85,40824900,33000000,92017790.02
2014,14,2,2018,16,32,40,46,53,56,0,46,4140,0,65621.53,1041.61,92190618.41,52356503.5,100000000,9164679.05
2647,21,10,2023,9,33,39,43,50,54,0,46,3784,0,84014.29,1459.02,44929803.07,67030160,52000000,91428831.53
2215,11,12,2019,1,19,21,23,33,43,0,48,4092,0,53207.2,891.61,25588866.49,44296650,31000000,91253075.18
2522,21,9,2022,4,5,25,32,39,40,0,202,17799,0,54431.51,882.48,144922165.99,190704505.5,170000000,91194443.37
1019,5,11,2008,4,13,23,29,46,47,0,77,6124,0,14084.12,177.09,11835965.99,0,15000000,9073284.66
1768,9,12,2015,5,7,11,34,35,50,0,156,12402,0,35476.07,637.48,122568943.34,94529393,135000000,90612696.97
2214,7,12,2019,4,10,18,30,34,47,0,44,3223,0,41300.51,805.47,20884230.04,31518630,25000000,90580984.23
2646,19,10,2023,18,28,30,39,41,58,0,30,2705,0,100459.57,1591.64,37810697.36,52272325,45000000,90411816.41
2559,28,1,2023,9,12,20,30,32,35,0,163,10641,0,40505.04,886.37,102378415.66,114513277.5,115000000,8980562.95
2645,17,10,2023,8,22,34,42,51,59,0,55,3566,0,48487.58,1068.35,32258984.41,46254340,40000000,89618714.54
1472,27,2,2013,12,18,23,25,45,50,0,130,7002,0,13563.89,359.75,6259763.9,30118576,10000000,8953239.64
2762,15,8,2024,1,17,30,40,48,50,0,43,3574,0,74103.86,1273.66,48320750.91,55267335,55000000,89421767.26
1767,5,12,2015,16,26,35,39,44,45,0,84,7608,0,65866.39,1038.9,112374242.31,94503941,125000000,89156311.09
2212,30,11,2019,23,26,51,52,53,58,0,61,5215,0,56566.09,945.22,44053920.91,59847390,50000000,89093433.17
2644,14,10,2023,4,17,22,28,30,49,0,89,7255,0,37626.65,659.4,27346426.59,58082435,34000000,88916920.55
1907,25,2,2017,3,25,35,38,44,48,0,55,4353,0,42855.91,773.54,30057592.56,40882726.5,35000000,8877876.17
1369,7,3,2012,5,16,24,32,38,46,0,195,7636,0,6509.72,237.48,11093283.98,21682238,14500000,8869830.97
2761,13,8,2024,3,22,34,44,49,57,0,73,4643,0,40942.72,919.6,42450945.43,51839270,50000000,88583223.61
2346,20,2,2021,3,4,11,40,42,58,0,53,4812,0,64466.74,1014.35,35336751.66,59261251.5,42000000,8838343.17
2521,17,9,2022,23,28,33,38,55,59,0,189,12204,0,42084.88,931.08,124667917.23,137958084,150000000,88300979.25
2211,27,11,2019,27,36,40,41,44,54,0,52,3681,0,59225.53,1195.22,37697679.24,53416021.5,44000000,88185398.63
2126,20,2,2019,7,12,24,27,39,58,0,130,8139,0,21346.79,487.08,31504492.15,48132938,37000000,8807507.61
2643,10,10,2023,2,10,29,31,56,59,0,39,2457,0,44282.29,1004.13,6901765.34,29953940,12000000,88035664.78
1018,1,11,2008,9,24,44,51,55,58,0,35,4170,0,29464.79,247.31,3357381.15,0,5000000,8787895.81
2760,10,8,2024,8,11,19,39,47,48,0,57,4957,0,58765.7,965.34,36945226.17,58097575,43000000,87796692.27
1766,2,12,2015,22,23,41,46,53,60,0,70,7088,0,75974.54,1071.87,102182286.21,90839126,110000000,87700317.35
2642,7,10,2023,8,13,31,33,49,50,0,55,3107,0,36721.15,928.62,3720432.27,35029845,6500000,87581188.61
2210,23,11,2019,11,17,24,25,33,34,0,81,5910,0,36572.74,716.07,32024497.14,51380914.5,38000000,87374944.04
2759,8,8,2024,3,10,38,40,48,59,0,27,2555,0,89213.21,1346.8,30774827.98,41778435,38000000,86915206.8
2454,16,2,2022,9,14,22,24,44,47,0,49,4523,0,46328.88,717,25302046.31,39373780.5,31000000,8686048.95
2209,20,11,2019,22,25,28,32,33,47,0,49,3746,0,42445.66,793.16,26567458.66,36073530,31000000,86595367.11
1141,2,1,2010,9,37,40,50,58,60,0,6,683,0,54748.35,687.07,605113.35,5610856,2000000,86444.79
2640,3,10,2023,4,8,10,27,28,32,0,109,6453,0,21983.71,530.47,27517283.71,41561080,33000000,86302989.82
1765,28,11,2015,1,6,28,37,56,58,0,185,9138,0,28048.25,811.2,92385569,88630710,105000000,86300786.31
2758,6,8,2024,19,35,36,37,41,60,0,31,2157,0,69018.98,1417.03,11066015.91,37109870,16000000,86281323.47
2520,15,9,2022,2,17,22,41,58,60,0,160,10126,0,39671.25,895.48,110015734.03,110091838.5,125000000,86207810.2
1792,20,2,2016,2,16,17,18,41,47,0,85,6593,0,34568.92,636.68,29644681.07,50964900,35000000,8612353.52
2208,16,11,2019,16,25,30,40,45,49,0,17,1708,0,113415.57,1612.63,10087126.71,33441124.5,14200000,86048041.45
2328,16,12,2020,8,11,14,39,48,53,0,67,5059,0,49966.34,945.34,46158552.23,58064620.5,52000000,85864632.48
2757,3,8,2024,1,21,37,40,51,54,0,32,2000,0,71775.3,1640.57,7124669.4,39836785,12000000,85718273.96
2639,30,9,2023,2,8,11,22,48,49,0,86,6619,0,28116.34,521.87,23103185.31,41938845,29000000,85672404.32
2207,13,11,2019,6,10,11,43,53,55,0,39,2736,0,49905.76,1016.25,6535428.48,33757825.5,10500000,85540655.97
1261,26,2,2011,10,14,22,41,42,53,0,78,6490,0,32348.2,555.39,28276078.02,43097450,33000000,8532550.11
1054,7,3,2009,13,14,18,27,41,60,0,37,3567,0,26092.87,270.66,8083746.3,0,10000000,8526792.98
1017,29,10,2008,6,19,31,34,51,56,0,36,2885,0,21980.86,274.29,1457677.69,0,3000000,8516509.59
2756,1,8,2024,1,6,13,18,43,46,0,48,2714,0,32726.42,826.85,2893704.06,27245760,6500000,85113850.33
2638,28,9,2023,9,30,34,44,54,55,0,15,1319,0,105633.81,1716.13,5260373.56,27482325,9000000,85036087.18
2206,9,11,2019,6,27,38,42,45,57,0,51,3495,0,31401.56,654.6,2950094.24,27776703.5,6500000,85028465.35
2327,12,12,2020,30,37,45,54,57,58,0,47,3521,0,64714.34,1234.05,39991654.06,52754274,46000000,84983647.01
1471,23,2,2013,10,25,33,36,40,58,0,92,5159,0,17770.13,452.7,3011569.17,27924488,6500000,8489211.81
2637,26,9,2023,1,2,10,32,34,59,0,36,3112,0,35309.01,583.51,2341544.54,22046885,5200000,84619111.58
2519,13,9,2022,3,8,20,36,38,57,0,88,6736,0,46964.83,876.5,98323155.1,71682754.5,110000000,84537441.77
2326,10,12,2020,10,16,27,34,36,57,0,55,3883,0,45721.34,925.15,34388754.51,43615498.5,40000000,84183232.77
2204,4,11,2019,1,28,29,32,35,56,0,76,5847,0,45148.15,838.34,55224861.21,59513128.5,60000000,83720582.36
2013,10,2,2018,6,23,30,36,53,56,0,159,8465,0,25057.74,672.37,67456226.93,69104360.5,71000000,8370313.14
2325,8,12,2020,33,34,37,46,52,60,0,27,2233,0,68402.27,1181.53,29756461.46,32032696.5,34000000,83521476.6
1573,12,2,2014,7,16,21,35,36,38,0,230,19015,0,23076.78,398.75,51530013.98,90658778,62000000,8351688.34
2518,10,9,2022,3,22,23,44,53,60,0,112,7288,0,39587.01,869.08,65865634.54,76900635,75000000,83449835.17
2754,27,7,2024,10,14,44,55,56,58,0,66,5216,0,68839.98,1244.36,93875508.28,78803210,100000000,83444381.98
2682,30,1,2024,4,17,29,30,52,58,0,83,5942,0,53385.65,1065.29,74226889.43,76853185,83000000,8340461.55
2635,21,9,2023,6,11,29,37,56,58,0,58,3627,0,45524.71,1039.99,33713961.47,45796720,40000000,83324393.21
2324,5,12,2020,2,16,19,31,43,60,0,43,3451,0,58591.46,1042.94,26354348.85,43698046.5,32000000,83035460.5
2203,30,10,2019,17,34,46,49,50,57,0,57,4811,0,49414.01,836.35,34518944.88,48852209,40000000,82817619.41
2634,19,9,2023,8,27,28,32,48,56,0,34,3001,0,57373.12,928.58,28850006.34,33833480,35000000,82629542.46
1906,23,2,2017,6,27,33,39,40,60,0,54,3833,0,38424.36,773.32,25715612.29,35988757,30000000,8257593.26
1889,24,12,2016,16,23,25,28,30,44,0,49,3138,0,28397.25,633.46,82505122.23,24134523,225000000,82505122.23
2323,2,12,2020,20,27,35,39,50,59,0,29,1825,0,67337.34,1528.59,6914220.24,33869844,11000000,82372451.87
2517,8,9,2022,1,5,6,16,22,39,0,116,8240,0,38906.31,782.44,57698210.35,78277567.5,70000000,82283060.27
2753,25,7,2024,6,26,31,46,52,55,0,45,3695,0,78111.86,1358.99,64640150.13,60966145,72000000,82248740.26
1663,20,12,2014,18,20,27,40,49,55,0,28,3524,0,73129.68,830.07,3771951.7,34975062.5,8000000,82217376.25
2633,16,9,2023,2,23,25,33,45,54,0,47,4112,0,48974.35,799.67,9735581.1,39923240,14500000,82116203.98
2202,26,10,2019,11,29,37,38,43,60,0,48,3717,0,51806.91,955.73,29330473.9,43130867.5,35000000,82076409.26
2322,28,11,2020,2,5,10,29,34,41,0,65,3753,0,27702.32,685.41,3316988.79,31231210.5,7000000,81858561.66
2632,14,9,2023,5,10,27,38,56,57,0,48,2911,0,33801.98,796.23,5495433.6,28141205,9000000,81510468.6
2201,24,10,2019,3,13,23,41,49,53,0,60,5425,0,34586.33,546.45,24749652.29,35992747,30000000,81422006.17
2752,23,7,2024,4,15,24,40,44,47,0,65,4346,0,51676.02,1104.11,58165088.29,58258815,65000000,81323731.42
2222,8,1,2020,13,14,29,30,48,59,0,29,1969,0,58660.41,1234.23,5692602.45,29505456,10000000,813228.95
2516,3,9,2022,8,17,49,51,52,53,0,94,6665,0,49051.86,988.29,49384545.61,79972857,60000000,81095393.86
2631,12,9,2023,14,26,36,39,50,53,0,17,1333,0,80043.54,1458.3,2506626.57,23601220,6000000,81083496.15
1367,1,3,2012,2,7,13,29,38,43,0,111,6443,0,9193.08,226.25,1879743.88,17429746,3800000,8108052.58
1661,13,12,2014,13,16,27,43,48,58,0,70,6712,0,30074.43,448.06,3878017.77,35958550,8000000,81067548.55
2453,12,2,2022,10,14,15,24,34,44,0,63,3892,0,35542.46,821.89,7195264.4,38837137.5,12000000,8088650.25
2200,22,10,2019,11,15,28,36,43,55,0,52,3371,0,31034.46,683.89,20926952.62,27990245.5,24000000,80875906.2
2125,16,2,2019,1,31,44,46,53,58,0,55,4090,0,48968.88,940.72,26392497.79,46714244.5,32000000,8077222.68
2231,5,2,2020,4,13,25,40,53,57,0,127,8326,0,39228.56,854.81,80801905.85,86410260,90000000,8059636.47
2199,19,10,2019,15,23,30,35,38,44,0,29,3056,0,58063.07,787.13,17954178.62,29205001,21500000,80451224.18
2751,20,7,2024,4,13,18,42,52,53,0,60,4978,0,60964.39,1049.72,51977565.2,63443440,61000000,80439799.53
2515,31,8,2022,3,12,19,41,45,54,0,97,6861,0,38822.29,784.09,40890828.4,65314876.5,50000000,79882005.68
2319,18,11,2020,6,17,25,35,40,49,0,51,5009,0,74635.43,1085.59,67176238.41,66019842,75000000,79672035.81
1659,6,12,2014,4,10,20,33,37,49,0,95,6810,0,22938.69,457.13,27489780.03,37221940,34000000,79635080.08
2750,18,7,2024,7,11,12,19,36,52,0,201,5899,0,14652.96,713.25,45239396.05,51083495,53000000,79477203.92
2345,17,2,2021,7,16,19,22,28,55,0,75,4970,0,30067.59,648.19,29042762.29,39112816.5,34000000,7939201.81
2197,14,10,2019,3,11,29,35,44,57,0,150,7727,0,20886.96,579.23,29738161.42,54340769,34000000,79311338.72
1015,22,10,2008,3,8,17,26,28,49,0,110,8105,0,11111.5,150.81,11110589.81,0,14000000,7922009.86
2629,5,9,2023,11,32,35,40,41,48,0,49,3184,0,66934.91,1471.55,73365376.52,56886340,85000000,79102029.68
1678,14,2,2015,9,11,17,19,35,52,0,111,6955,0,16634.25,379.25,3401266.3,31537917.5,6000000,7890657.16
2514,27,8,2022,5,15,24,34,45,52,0,52,4477,0,59901.15,993.92,33953898.66,54025366.5,42000000,78891015.7
1763,21,11,2015,9,12,15,21,31,36,0,689,43184,0,25269.18,575.95,162026211.93,297383730,200000000,78749059.37
2749,16,7,2024,8,25,27,38,43,44,0,43,3843,0,58239.89,930.93,39813945.76,43435840,47000000,78702139.58
1260,23,2,2011,19,23,29,31,41,53,0,70,5798,0,30497.83,526,23628152.1,36464798,28000000,7868560.67
2318,14,11,2020,28,44,52,54,58,60,0,59,5014,0,66282.12,1114.2,41054215.42,67827784.5,50000000,78670349.75
2196,9,10,2019,1,25,27,28,41,56,0,58,4166,0,47367.07,942.07,23966764.2,47650095.5,30000000,78486853.38
1791,17,2,2016,12,18,46,50,53,55,0,36,3703,0,71567.53,993.95,24231916.09,44687387.5,30000000,7839101.36
2628,2,9,2023,5,14,32,40,53,54,0,64,5019,0,63338.93,1153.81,48717595.54,70308840,55000000,78238921.67
2513,24,8,2022,13,19,21,35,46,50,0,62,3823,0,41501.26,961.5,12561383.62,44628493.5,18000000,78071315.82
2748,13,7,2024,19,32,43,46,50,52,0,41,2911,0,80512.78,1619.97,14674301.02,57254275,21000000,78043109.29
1656,26,11,2014,4,6,11,43,54,56,0,55,5037,0,34902.47,544.43,3536171.17,32788810,7500000,77840390.89
2195,5,10,2019,14,24,32,38,46,53,0,107,6144,0,24440.78,608.06,18905966.69,45358446,25000000,77763882.29
2437,11,12,2021,1,19,41,46,48,55,0,16,1416,0,101047.85,1631.11,2978252.29,28041826.5,6500000,77723517.63
2317,11,11,2020,3,8,30,33,35,48,0,132,7472,0,25311.77,638.79,33850396,57950307,40000000,77641232.68
2512,20,8,2022,7,10,34,47,49,52,0,81,4382,0,31030.62,819.41,7821502.9,43594798.5,14000000,77394189.99
2747,10,7,2024,14,17,24,28,36,45,0,108,4472,0,22625.51,780.58,8593467.61,42381995,15000000,77174418.78
2627,31,8,2023,13,25,31,43,57,58,0,56,4691,0,55477.63,946.11,41250269.42,53884660,48000000,77172160.78
1905,21,2,2017,29,35,43,54,56,57,0,22,2351,0,70438.67,941.63,21893399.68,26878204.5,25000000,7711562.87
2194,2,10,2019,8,16,20,21,31,34,0,38,2925,0,42670.91,791.93,14088559.55,28123844,18000000,77075681.25
2316,7,11,2020,2,11,43,49,52,56,0,56,3984,0,57345.38,1151.51,27695638.77,55698781.5,34000000,76761981.63
2511,17,8,2022,4,10,15,39,41,49,0,31,2031,0,55886.42,1218.59,3191408.35,30048804,7500000,76732747.89
2435,7,12,2021,5,22,30,32,33,36,0,46,3051,0,46912.51,1010.43,34440791.34,37428786,40000000,76588786.41
2746,6,7,2024,22,27,30,43,51,56,0,35,2485,0,63470.58,1277.07,4092181.87,38530065,9000000,76531377.95
2626,29,8,2023,1,9,13,16,52,59,0,51,3431,0,48782.47,1035.89,35527314.4,43151235,42000000,76354595.77
1051,25,2,2009,7,10,11,13,43,57,0,66,5281,0,11893.94,148.65,11636051.15,0,14000000,7622521.57
2192,26,9,2019,7,16,37,53,57,59,0,38,2635,0,36389.59,749.69,2547271.23,23983911,5500000,76198795.89
2434,4,12,2021,1,2,14,28,40,51,0,37,3663,0,75710.54,1092.5,30465573.56,48586693.5,37000000,76020898.14
1014,18,10,2008,8,9,25,41,57,60,0,65,3861,0,13760.77,231.66,8859049.04,0,11000000,7600361.16
2315,4,11,2020,1,10,17,26,30,53,0,55,3898,0,40631.54,819,21780010.44,38760129,27000000,75916891.85
2625,26,8,2023,9,10,35,44,55,58,0,47,3624,0,66823.09,1238.04,30944329.62,54473295,37000000,75699883.65
1156,24,2,2010,9,24,31,44,48,49,0,210,15420,0,21432.57,416.97,61659631.2,76877700,70000000,7535323.58
