Concurso,Dia,Mês,Ano,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Ganhadores 6 acertos,Ganhadores 5 acertos,Ganhadores 4 acertos,Rateio 6 acertos,Rateio 5 acertos,Rateio 4 acertos,Acumulado 6 acertos,Arrecadação Total,Estimativa prêmio,Acumulado Sorteio Especial Mega da Virada
2447,25,1,2022,13,19,29,42,49,52,0,42,3080,0,48167.42,938.32,25693704.42,35088264,31000000,3937840.6
1212,8,9,2010,2,23,33,35,40,50,0,28,2326,0,38564.29,663.18,1989105.38,18443790,4000000,39333373.68
1525,28,8,2013,2,26,30,35,46,54,0,67,6260,0,36863.34,563.63,26081860.01,42186772,32000000,39237598.27
1309,11,8,2011,7,12,25,26,32,39,0,100,6163,0,13438.49,311.5,15550756.73,22953932,18000000,39198500.63
2707,2,4,2024,7,9,11,39,54,57,0,43,3349,0,47089.69,863.73,8519158.47,35119920,13000000,39197068.05
2266,30,5,2020,10,23,31,37,58,59,0,50,4167,0,64685.64,1108.8,39159544.26,56096676,45000000,39191600.65
1844,6,8,2016,3,4,37,39,48,50,0,21,2121,0,73375.18,1037.83,15241649.6,26726059.5,19000000,39068763.96
1427,22,9,2012,8,39,44,47,53,56,0,73,4824,0,23322.46,504.18,5566069.41,29080638,9000000,39049739.92
1615,9,7,2014,5,20,26,31,33,44,0,71,5701,0,30288.72,538.87,19419358.68,36732132.5,25000000,38910995.23
1722,11,7,2015,9,23,39,41,49,58,0,33,2640,0,52798.49,942.83,3209592.45,29760640,7000000,38851487.13
1308,9,8,2011,7,8,24,30,33,47,0,75,4417,0,11487.79,278.65,1587128.31,14716496,3800000,38844856.31
2387,3,7,2021,8,26,30,31,38,48,0,30,3038,0,89150.26,1257.64,26766184.04,46387732.5,32000000,38837108.52
2706,30,3,2024,10,11,17,24,30,45,0,66,5332,0,39391.36,696.55,4789159.57,45092480,10500000,38664211.06
1115,7,10,2009,18,30,37,41,44,50,0,26,3005,0,56589.75,699.46,11132729.77,25131470,14000000,38645403.53
2227,23,1,2020,6,9,12,27,32,57,0,92,5732,0,27202.9,623.73,35636168.29,43407252,40000000,3862605.89
1426,19,9,2012,6,15,18,24,30,44,0,67,5957,0,19687.18,316.32,2429813.06,22530210,5500000,38601703.29
1524,24,8,2013,2,12,40,46,52,53,0,53,4637,0,38596.27,630.21,21532147.87,34940408,26000000,38587639.37
2470,9,4,2022,8,33,40,42,48,51,0,81,6197,0,57198.65,1068.04,48208361.37,80358174,60000000,38535171.2
2060,18,7,2018,8,9,11,25,39,41,0,186,8570,0,19455.08,603.2,56029903.37,62764250.5,62000000,38468808.32
1949,15,7,2017,1,6,14,22,30,56,0,130,8455,0,29304.32,643.67,59931164.62,66075649.5,68000000,38365318.81
2265,27,5,2020,14,20,23,39,46,50,0,50,2926,0,51863.4,1266.07,33201656.55,44976969,38000000,38340473.81
2386,1,7,2021,11,13,16,35,49,50,0,44,3087,0,45390.69,924.24,21839458.94,34640068.5,27000000,38133290.63
1523,21,8,2013,22,25,31,39,41,44,0,61,4254,0,27846.83,570.44,5946598.97,29014322,9500000,38049323.03
1898,28,1,2017,12,34,45,53,55,58,0,32,2722,0,51269.12,861.03,5409105.01,28455896,9000000,3797877.91
1306,3,8,2011,6,19,22,34,43,45,0,167,10694,0,14988.5,334.37,26731395.64,42754456,32000000,37854638.84
1613,2,7,2014,4,18,31,44,46,49,0,103,5801,0,16406.04,416.14,3112828.98,28863410,7000000,37802272.98
1151,6,2,2010,1,4,14,21,25,51,0,101,7455,0,20457.88,395.94,23741179.41,35293022,28000000,3773114.97
2586,26,4,2023,10,18,41,49,53,59,0,76,6010,0,64781.77,1170.29,50347934.06,85393669.5,60000000,37687395.83
2264,23,5,2020,2,3,8,19,29,37,0,73,4354,0,25246.01,604.68,28424765.11,31965007.5,33000000,37658060.75
1424,12,9,2012,3,7,15,29,38,60,0,83,6625,0,16458.38,294.56,13325277.46,23333070,17000000,37653264.05
1720,7,7,2015,18,23,31,39,49,57,0,47,3410,0,44551.33,877.21,31149707.61,35765586.5,35000000,37642313.34
2385,29,6,2021,12,24,32,37,43,60,0,32,2340,0,44062.03,860.79,18160423.87,24455340,22000000,37607714.19
1522,17,8,2013,5,8,23,32,33,56,0,93,6765,0,16446.2,322.98,2817494.59,26124950,6000000,37602308.11
1112,26,9,2009,4,32,34,43,52,58,0,43,3283,0,28083.09,525.46,2224476.04,20626242,5000000,37582724.09
2059,14,7,2018,4,5,36,40,44,56,0,77,5562,0,39904.7,789.19,49363979.62,53294356.5,56000000,37516533.48
1841,27,7,2016,3,6,13,38,49,51,0,81,6170,0,31142.44,584.05,22443433.51,43752614.5,27000000,37514184.01
1358,28,1,2012,3,15,16,35,37,47,0,145,10440,0,16856.7,334.45,22059253.65,41749108,27000000,3741741.67
1948,12,7,2017,12,20,24,28,33,57,0,100,7199,0,31746.05,629.96,37391010.97,55062525,45000000,37362802.61
1040,17,1,2009,1,6,28,39,44,55,0,66,6431,0,31738.53,325.73,25165354.54,0,30000000,3735455.32
2469,6,4,2022,5,28,30,38,52,55,0,34,2246,0,60884.93,1316.68,39673720.61,35904424.5,45000000,37315936.79
2384,26,6,2021,9,13,22,25,26,31,0,57,3781,0,28668.57,617.41,15563083.34,28342629,20000000,37236665.53
1305,30,7,2011,3,5,11,36,44,46,0,136,9982,0,16998.55,330.85,22120460.55,39487318,27000000,37195933.81
2263,20,5,2020,9,24,33,43,49,57,0,36,2492,0,40048.08,826.49,2655819.54,25005951,5500000,37173071.66
1719,4,7,2015,1,22,31,34,44,54,0,45,3009,0,57989.5,1238.91,27292500.36,44572668,33000000,37091283.72
1840,23,7,2016,15,17,33,41,47,48,0,59,4879,0,38676.34,668.14,17796654.66,39578910,22500000,36850358.45
2058,11,7,2018,4,19,23,29,56,59,0,81,5435,0,30543.83,650.29,31279809.85,42911631,34000000,36707938.23
1304,27,7,2011,7,14,15,20,23,35,0,79,7568,0,21229.7,316.58,17861876.13,28646906,21000000,36587564.6
2221,4,1,2020,5,23,34,45,56,57,0,101,3669,0,13753.65,540.87,2558901.74,24093418.5,6000000,365557.41
2149,8,5,2019,21,23,37,44,46,48,0,496,32880,0,35200.2,758.57,242415370.56,302826055,275000000,36544909.01
1947,8,7,2017,8,33,40,52,55,59,0,63,4250,0,41438.63,877.52,31543054.69,45280627,36000000,36527380.26
1520,10,8,2013,7,31,35,36,46,48,0,43,5886,0,53442.81,557.74,20461515.75,39252254,25000000,36506629.1
2704,23,3,2024,3,7,10,25,31,52,0,216,11623,0,24404.31,647.89,107270294.56,91428080,120000000,36409240.77
1718,1,7,2015,4,30,31,32,47,53,0,49,3197,0,41257.55,903.35,7019821.66,34530772.5,11500000,36404566.04
2585,22,4,2023,14,26,34,36,43,59,0,70,5743,0,58471.8,1018.14,41278485.91,70991082,50000000,36391760.36
1611,25,6,2014,24,28,47,50,51,58,0,97,6367,0,32077.5,698.13,35701227.5,53147042.5,43000000,36361237.63
1109,16,9,2009,6,8,11,14,29,52,0,141,8371,0,12814.67,308.35,20340725.12,30862658,24000000,36344033.43
1210,1,9,2010,3,7,9,10,31,34,0,993,57447,0,7346.2,181.4,73338200.39,124600180,85000000,36308536.62
1839,20,7,2016,7,22,28,32,56,58,0,30,2933,0,46444.42,678.64,13593147.19,24166919,18000000,36249857.37
1303,23,7,2011,8,19,46,51,52,54,0,40,3573,0,40211.48,643.1,5302743.11,27473682,9000000,36146210.35
2057,7,7,2018,10,13,20,37,38,54,0,42,4086,0,46108.12,677.06,26722348.27,33588695,31000000,36056872.29
1001,3,9,2008,12,15,27,37,51,60,0,87,7074,0,22084.42,271.6,20948817.14,0,25000000,3593567.54
1519,8,8,2013,5,6,15,23,56,59,0,72,5886,0,21543.33,376.46,16228282.25,26494284,21000000,35901881.44
1717,27,6,2015,2,9,16,37,44,58,0,122,4934,0,14665.09,518.02,3295785.25,30559854.5,6800000,35872560.83
1108,12,9,2009,7,9,39,43,44,60,0,71,5791,0,24403.73,427.42,7688095.88,29595212,12000000,35868541.75
1783,23,1,2016,4,6,16,18,21,38,0,67,4886,0,29033.9,568.75,6374019.75,33740126,10000000,3585070.85
1946,6,7,2017,4,6,39,44,52,60,0,40,3729,0,56855.82,871.25,26733992.14,39445854,32000000,35840371.31
2381,16,6,2021,7,23,32,41,42,47,0,37,2458,0,45372.62,975.69,3092501.87,29117547,7000000,35836740.23
1420,29,8,2012,2,11,16,18,36,45,0,129,9189,0,18723.93,375.5,22322165.67,41256602,28000000,35832328.73
1302,20,7,2011,2,10,15,44,56,57,0,63,5084,0,20161.47,356.91,2339791.97,21695498,5000000,35722931.6
2056,5,7,2018,18,22,29,34,36,47,0,80,4927,0,24597.04,570.54,23155036.03,34130229,27500000,35547256.24
1610,21,6,2014,1,4,9,35,36,53,0,173,9626,0,15606.46,400.68,29969484.28,46116617.5,36000000,35542417.17
1518,6,8,2013,8,9,28,41,48,55,0,28,2892,0,36256.85,501.47,4711737.63,17340232,6700000,35493691.99
1107,9,9,2009,3,9,20,36,53,54,0,85,6294,0,14819.61,285.91,4496344.33,21516050,7000000,35412577.23
1568,25,1,2014,19,24,25,28,42,58,0,103,7192,0,18255.37,373.49,6204962.36,32116978,10000000,3534983.09
2584,19,4,2023,1,5,12,36,53,55,0,50,4899,0,60857.25,887.31,33738700.57,52776621,42000000,35314648.15
1142,6,1,2010,3,15,26,28,31,58,0,66,3640,0,15347.72,397.54,2471072.68,17301930,5000000,353010.42
1837,14,7,2016,41,44,48,50,54,57,0,32,2346,0,66740.59,1300.51,20819909.09,37043030.5,25000000,35256443.67
1945,4,7,2017,4,8,10,21,45,54,0,50,4258,0,30735.95,515.59,22544615.97,26655265,26000000,35241888.99
1517,3,8,2013,7,17,38,45,52,56,0,60,5366,0,25710.14,410.68,2841647.55,26348906,6000000,35226536.24
1419,25,8,2012,17,21,30,48,52,58,0,56,3828,0,32191.4,672.75,17872769.48,30791774,22000000,35196700.69
1106,5,9,2009,4,15,43,47,50,60,0,37,3139,0,31924.48,537.57,2175905.27,20175874.25,5000000,35081085.93
2117,19,1,2019,4,28,29,30,43,52,0,44,4036,0,60858.91,947.82,32229209.46,46445458.5,38000000,3505941.19
2055,3,7,2018,6,25,35,43,46,53,0,41,2209,0,31190.36,827,19530209.77,22180466,22000000,35029423.9
2703,21,3,2024,3,7,11,35,38,56,0,172,9237,0,24864.59,661.42,73190804.53,74176950,83000000,35022048.2
2261,13,5,2020,7,23,26,27,29,51,0,141,10502,0,36059.08,691.61,88646317.02,88184646,100000000,35000955.81
1944,1,7,2017,8,9,39,47,57,59,0,41,2879,0,46673.04,949.53,19713673.8,33190703,23000000,34837468.68
1609,18,6,2014,2,6,13,26,53,60,0,140,8573,0,14826.54,345.88,24995950.53,35454782.5,30000000,34831912.32
1671,21,1,2015,21,27,31,45,55,56,0,71,5343,0,43701.29,829.6,26809167.31,52997997.5,34000000,3480043.52
1418,22,8,2012,7,8,10,12,27,56,0,188,11107,0,7637.07,184.66,2644837.54,24524004,5600000,34722301.1
1836,12,7,2016,8,15,18,45,59,60,0,46,2948,0,34131.37,760.82,16885726.58,27231904,20000000,34694417.59
2054,30,6,2018,4,7,12,22,26,39,0,80,5237,0,20194.81,440.7,17174516.94,28021805,21000000,34692896.33
2583,15,4,2023,2,20,27,30,52,59,0,51,3786,0,58015.77,1116.44,9273046.02,51318679.5,16000000,34513894.85
1299,9,7,2011,8,22,32,43,53,56,0,35,3035,0,40850.42,672.98,15046663.45,24421448,18000000,34435370.58
1715,20,6,2015,16,20,35,40,53,60,0,58,4649,0,54443.91,970.33,33821173.57,53936666,40000000,34407348.01
1209,28,8,2010,5,14,17,30,35,38,0,251,16146,0,14955.49,332.13,59900458.51,64118190,70000000,34388859.2
2379,9,6,2021,2,8,26,32,46,56,0,72,4222,0,35139.46,856.07,36180172.96,43882042.5,42000000,34383737.35
2467,30,3,2022,1,10,19,34,35,45,0,168,11371,0,45486.09,960.04,105826742.35,132540043.5,120000000,34371115.53
1943,28,6,2017,9,11,12,30,39,43,0,23,2870,0,66077.13,756.48,5372518.09,26360005,8000000,34333891.06
1608,14,6,2014,5,6,17,43,54,59,0,79,5998,0,25432.55,478.53,6768663.83,34318150,11000000,34285671.16
1835,9,7,2016,8,28,36,47,50,58,0,41,3133,0,49808.69,931.17,13993542.04,35420563.5,18000000,34281248.36
2053,27,6,2018,12,22,27,37,40,55,0,17,1582,0,66063.41,1014.15,2068827.88,19479435.5,4500000,34267742.53
2007,24,1,2018,4,14,39,41,54,58,0,42,3340,0,53296.38,957.42,19418008.5,38825178,24000000,3425949.74
1104,29,8,2009,2,3,6,35,49,58,0,95,6982,0,17867.29,347.29,18060804.99,28992726,21000000,34224899.83
1253,29,1,2011,2,17,23,43,44,51,0,99,7284,0,19092.84,370.71,19785548.84,32285876,24000000,3419624.01
2446,22,1,2022,1,13,27,41,51,58,0,74,4344,0,41305.51,1005.19,21967067.62,53015031,28500000,3405463.9
1942,24,6,2017,6,18,20,24,43,48,0,56,4126,0,24941.71,483.6,2572934.23,24225943,6000000,33933950.5
2702,19,3,2024,6,13,20,34,40,46,0,67,4694,0,57510.24,1172.67,65312656.12,66831200,75000000,33896598.41
1103,26,8,2009,10,19,28,41,55,56,0,47,5696,0,29544,348.25,4933030.92,23717776.25,8000000,33778217.62
1607,11,6,2014,7,31,32,41,51,52,0,91,2820,0,18299.4,843.58,3067558.1,28443640,7000000,33756941.77
2582,12,4,2023,10,14,17,19,21,34,0,95,6127,0,21843.53,483.83,3822617.37,35991972,9000000,33735262.17
2378,5,6,2021,11,37,38,41,49,54,0,33,2518,0,67079.61,1255.88,7379881.13,38394031.5,12000000,33717937.04
2260,9,5,2020,12,14,34,35,37,47,0,91,6688,0,45513.08,884.67,79280446.23,71835133.5,90000000,33662974.24
1897,25,1,2017,9,22,25,47,52,58,0,46,2873,0,28168.68,644.3,2386925.5,22474543,5000000,3366137.96
1714,17,6,2015,2,8,24,36,51,52,0,106,5421,0,17471.23,488.03,28004271.91,31632681.5,33000000,33576362.05
1297,2,7,2011,2,5,11,13,56,59,0,100,9538,0,17409.61,260.75,5621705.9,29736902,9000000,33569712.58
2555,14,1,2023,3,20,45,52,53,58,0,58,4595,0,65428.68,1179.81,33722476.08,65819628,42000000,3343555.24
1102,22,8,2009,9,11,23,35,46,51,0,83,5695,0,15534.5,323.43,2375142.54,22023282.75,5000000,33412804.97
1208,25,8,2010,1,12,20,26,45,54,0,125,9464,0,24276.47,458.06,36935598.02,51832516,43000000,33401009.57
1513,20,7,2013,17,28,31,56,57,58,0,44,4837,0,47603.75,618.61,10170920.65,35776730,14500000,33378093.65
2051,20,6,2018,1,5,6,37,44,53,0,46,5251,0,55764.52,697.87,33725171.79,44492028,38000000,33288614.92
1833,2,7,2016,2,3,7,16,27,42,0,105,6930,0,16702.91,361.53,5620528.25,30419207,9000000,33240345.55
993,6,8,2008,5,24,25,26,42,60,0,68,5121,0,18539.43,246.18,6166992.8,0,8500000,331758.21
2377,2,6,2021,5,18,29,35,43,44,0,35,2890,0,51216.97,886.1,3302147.03,31091467.5,7200000,33135403.59
1415,11,8,2012,26,36,40,46,49,51,0,39,3766,0,61075.63,903.55,22890179.88,40685478,28000000,33117362.51
1296,29,6,2011,10,14,43,46,49,53,0,48,3607,0,27308.81,519.15,2414673.52,22389830,5000000,33111565.08
1940,17,6,2017,9,13,16,17,36,47,0,95,6468,0,22002.44,461.66,22113040.42,36254417.5,26700000,32929322.27
1512,17,7,2013,11,28,35,42,46,58,0,94,5874,0,19009.23,434.57,6312511.6,30521036,10000000,32826892.34
1666,3,1,2015,1,2,23,27,45,51,0,82,5042,0,15191.8,352.95,2294760.72,21277950,5000000,327822.98
1832,29,6,2016,14,34,46,47,56,57,0,31,1786,0,41849.62,1037.7,2389833.83,22501927,5500000,32778817.76
2050,16,6,2018,8,31,32,33,38,50,0,34,3540,0,75709.93,1038.79,28999862.98,44647610,35000000,32613570.8
1207,21,8,2010,9,11,22,32,35,56,0,108,8377,0,24942.19,459.37,31345622.39,46011358,37000000,32602441.61
2259,7,5,2020,20,27,41,54,56,58,0,31,3356,0,99682.34,1315.4,71651016.29,53596836,80000000,32573055.67
1414,9,8,2012,21,37,44,46,49,57,0,36,3349,0,41848.78,642.64,18502377.63,25733096,22000000,32490533.6
1100,15,8,2009,7,17,18,33,41,42,0,119,10353,0,16950.03,278.32,18174867.35,34452773.25,23000000,32482748.98
1939,14,6,2017,7,24,29,39,45,52,0,59,3620,0,28676.64,667.68,18262613.14,29345851.5,21000000,32379261.21
2466,26,3,2022,2,3,13,20,53,54,0,156,10583,0,42402.06,892.9,91749995.68,114728346,110000000,32360151.71
1511,13,7,2013,4,8,17,29,31,45,0,138,7658,0,11883.51,305.92,3020912.81,28011126,6500000,32356663.93
1605,4,6,2014,9,19,21,30,31,42,0,87,6694,0,34579.33,642.02,24818622.91,51385750,32000000,32350051.87
1413,7,8,2012,13,15,33,45,54,55,0,70,3887,0,12672.64,326.02,1634104.26,15152076,4000000,32094071.54
2580,5,4,2023,3,4,13,29,36,43,0,109,8175,0,35731.67,680.6,38605860.02,67552141.5,47000000,32053132.59
2226,21,1,2020,2,4,7,16,30,38,0,43,3798,0,46161.97,746.62,31025992.58,34428024,35000000,3204009.35
1099,12,8,2009,14,31,35,38,44,55,0,42,3392,0,30298.5,535.94,14459242.92,21735883.75,17000000,31951945.49
2148,4,5,2019,8,15,32,33,58,59,0,296,21684,0,37666.84,734.53,147542893.55,193382595,170000000,31950356.75
2049,13,6,2018,10,19,27,31,51,53,0,49,4216,0,41855.71,694.94,24258030.47,35572736.5,30000000,31936166.14
1938,10,6,2017,10,16,32,40,42,54,0,24,2220,0,65892.57,1017.64,2913145.1,27429262,6500000,31934018.64
1206,18,8,2010,2,6,11,36,37,48,0,112,8526,0,20172.5,378.55,26383440.55,38590864,31000000,31893558.47
1039,14,1,2009,2,20,24,27,36,52,0,96,6631,0,15555.92,225.21,21306617.42,0,25000000,3184207.15
2258,5,5,2020,1,5,7,14,23,26,0,113,6772,0,19496.62,464.75,50925973.03,38211759,56000000,31759857.67
2700,14,3,2024,1,11,19,20,28,48,0,86,4852,0,39206.07,992.73,50343129.05,58480490,58000000,31758094.51
1891,4,1,2017,1,3,19,23,47,58,0,46,3488,0,26153.43,492.73,2216159.14,20866660.5,4500000,316594.18
1461,19,1,2013,31,36,44,47,49,54,0,99,6683,0,27077.55,573.02,17234665.08,45787974,23000000,3164954.8
1604,31,5,2014,2,21,24,27,40,51,0,62,5333,0,35017.62,581.57,19276829.6,37083880,25000000,31558367.1
1829,18,6,2016,7,13,24,30,32,53,0,103,6254,0,21224.08,499.35,22971302.58,37916872,27000000,31418458.03
2048,9,6,2018,10,19,26,35,38,39,0,36,3611,0,57189.69,814.5,9409463.36,35709740.5,14000000,31396447.72
1712,10,6,2015,2,12,19,29,50,59,0,169,9443,0,31683.66,810.05,50996825.22,91459522,65000000,31346069.86
1351,4,1,2012,13,33,36,41,50,56,0,34,3264,0,35012.63,521.02,2192896.53,20333424,4700000,313270.94
1509,6,7,2013,1,6,27,46,51,59,0,71,5633,0,22607.95,407.08,18579983.72,27417412,22000000,31303237.45
1205,14,8,2010,4,13,14,26,29,35,0,141,9645,0,15034.23,313.97,22221535.91,36208214,27000000,31299000.65
2257,2,5,2020,18,21,30,31,34,51,0,32,2791,0,83236.06,1363.33,46867597.63,46197742.5,50000000,31180089.74
1936,3,6,2017,3,12,24,40,51,52,0,43,2686,0,38440.62,879.13,3044902.03,28669844,6500000,31051380.39
2579,1,4,2023,5,10,26,35,38,44,0,109,5186,0,21479.95,644.95,31431315.96,40608688.5,37000000,31028197.71
1603,28,5,2014,13,20,27,31,53,60,0,64,4652,0,25486.21,500.89,3004689.56,27860697.5,7000000,30987026.93
1357,25,1,2012,1,19,24,26,52,55,0,116,6940,0,17572.17,419.59,17556742.21,34816916,21500000,3098525.73
1000,30,8,2008,29,38,39,49,53,58,0,41,3771,0,42451.22,461.55,17409498.46,0,21000000,3087950.58
2699,12,3,2024,9,23,31,49,54,58,0,43,2883,0,51309.67,1093.26,44132062.41,38267220,50000000,30870799.26
2047,6,6,2018,1,18,19,29,44,54,0,30,2390,0,55914.69,1002.65,5616883.91,29094681,9500000,30854650.64
1828,15,6,2016,6,11,32,40,48,59,0,36,2502,0,52197.16,1072.91,8818952.53,32592364,13000000,30843173.81
1204,11,8,2010,5,10,25,39,43,52,0,95,6613,0,16192.71,332.31,18316592.66,26275440,22000000,30741151.6
1782,20,1,2016,6,18,34,47,52,57,0,110,3430,0,13771.92,630.94,2790624.67,26275648,6000000,3073157.25
1246,5,1,2011,10,37,40,43,57,59,0,46,3939,0,25351.73,422.94,2148225.48,19919216,4700000,306889.37
2465,23,3,2022,3,8,23,29,53,54,0,160,11384,0,34522.77,693.15,79564984.88,95804275.5,90000000,30619435.86
1293,18,6,2011,1,13,24,40,44,50,0,163,11182,0,20581.95,428.6,40792489.49,57303466,50000000,30615287.25
2375,26,5,2021,2,6,44,46,53,58,0,144,8909,0,42488.96,981.09,79590065.5,106120143,100000000,30507552.02
2256,29,4,2020,9,10,30,37,47,54,0,45,3334,0,59723.61,1151.58,41961050.91,46614150,47000000,30479154.48
1096,1,8,2009,3,13,14,16,41,52,0,102,9766,0,26537.4,395.95,29439225.73,46234424.25,35000000,30456357.86
2046,2,6,2018,3,6,11,27,28,46,0,80,4630,0,17146.56,423.24,2526861.75,23792139,5500000,30413218.9
1567,22,1,2014,2,15,30,38,48,53,0,59,4463,0,25222.12,476.33,2741246.19,25417944,6000000,3040166.48
1827,11,6,2016,26,33,42,43,53,54,0,44,2487,0,34950.81,883.35,5357456.36,26673272.5,9000000,30348674.34
1203,7,8,2010,7,9,30,33,38,55,0,99,6138,0,14840.8,341.95,7018099.86,25095694,10000000,30336333.81
2698,9,3,2024,2,18,19,35,45,60,0,43,3144,0,57263.31,1118.83,7913992.91,42707500,12000000,30290189.86
1410,28,7,2012,18,29,40,42,50,54,0,70,6917,0,48372.46,699.32,34525901.6,57836634,42000000,30178641.72
1601,21,5,2014,8,10,24,45,56,60,0,90,5373,0,19047.65,455.79,3157899.01,29281317.5,7000000,29977144.11
1826,9,6,2016,17,19,32,43,48,51,0,42,2476,0,32630.91,790.73,2524601.69,23770859,5000000,29943980.8
1711,6,6,2015,22,26,38,39,45,50,0,85,6112,0,44885.37,891.74,41133200.24,65167424,50000000,29936980.56
1507,29,6,2013,24,46,50,51,52,56,0,93,7021,0,34293.63,648.93,35335598.46,54475754,42000000,29880489.43
2255,25,4,2020,15,20,39,41,49,57,0,25,2144,0,93534.52,1558.07,37010278.58,40557501,42000000,29771901.28
1095,29,7,2009,10,16,21,23,27,36,0,168,10462,0,12339.22,283.06,24452986.89,35408194.5,29000000,29744038.01
1292,15,6,2011,9,11,23,30,31,54,0,128,10397,0,22773.34,400.52,34612488.92,49790146,40000000,29732430.01
2336,20,1,2021,8,10,20,27,28,50,0,75,4701,0,32688.93,745.02,16400489.52,42522736.5,22000000,2971961.32
2697,7,3,2024,10,11,13,25,27,42,0,98,4663,0,18712.71,561.82,3378136.11,31806945,7500000,29642210.29
1201,31,7,2010,28,32,36,49,55,60,0,67,3425,0,16653.27,465.38,2055364.13,19058168,5000000,29627371.53
1934,27,5,2017,8,23,35,39,56,59,0,105,6699,0,30987.58,693.85,55663885.26,56434322,65000000,29599086.1
1034,27,12,2008,1,3,18,20,42,49,0,61,4635,0,19548.37,257.27,29557027.04,0,35000000,29557027.04
2044,26,5,2018,7,14,47,54,56,60,0,49,3612,0,39699.63,769.37,24641743.07,33740301,30000000,29420134.65
1409,25,7,2012,6,19,26,47,50,58,0,96,6846,0,25376.4,508.35,28288400.52,41611002,33000000,29287570.12
1252,26,1,2011,2,14,35,39,49,51,0,67,4975,0,26937.47,518.25,16303617.54,30827508,20000000,2922205.24
2254,22,4,2020,4,9,24,44,47,56,0,55,3561,0,31749.26,700.52,32702767.79,30286948.5,36000000,29156542.57
1824,4,6,2016,5,6,12,19,30,60,0,157,8192,0,14170.67,387.97,24071272.35,38588368,28500000,29117239.65
1506,26,6,2013,3,14,18,34,42,49,0,182,10892,0,13681.2,326.58,29460557.82,42530682,35000000,29041197.91
2147,2,5,2019,17,19,37,41,42,49,0,366,28045,0,28739.81,535.81,127004551.65,182444745,140000000,29016307.9
1291,11,6,2011,18,40,47,54,57,58,0,49,5416,0,57917.35,748.56,29242776.55,48474300,35000000,28965328.24
1710,3,6,2015,7,21,28,56,58,59,0,90,6845,0,39936.87,750.14,34105096.25,61393629.5,42000000,28932965.69
2043,23,5,2018,21,38,53,56,57,58,0,19,2258,0,88579.73,1064.79,6087756.99,29191365,10000000,28908218.39
2374,22,5,2021,12,13,25,37,39,41,0,125,8177,0,35344.96,771.87,68319310.42,76629622.5,80000000,28897444.13
1199,24,7,2010,16,19,23,28,39,58,0,71,5692,0,22554.66,401.91,18200523.7,27352780,22000000,28817340.54
2577,25,3,2023,12,18,22,31,44,50,0,123,9182,0,46928.1,898.05,63703777.84,100114578,75000000,28810434.8
1933,24,5,2017,2,14,15,19,35,59,0,86,6417,0,32514.14,622.5,34144209.63,48499493,40000000,28742850.52
2253,18,4,2020,31,32,33,39,52,55,0,26,2224,0,73343.98,1224.91,20002495.57,33074788.5,24000000,28697013.83
1408,21,7,2012,4,19,20,24,39,43,0,118,8075,0,19353.93,404.02,10746651.56,39008398,16000000,28646481.94
1823,1,6,2016,4,9,21,34,54,59,0,70,4110,0,25579.78,622.37,5920075.17,31057124,10000000,28531767.32
2676,16,1,2024,4,6,14,19,22,29,0,70,4664,0,30526.54,654.51,20764458.36,37062510,27000000,2848505.1
2042,19,5,2018,14,22,29,32,33,35,0,47,3018,0,34505.69,767.66,2987466.44,28129048.5,6500000,28465319.73
1198,21,7,2010,22,29,36,41,48,58,0,52,3708,0,26438.48,529.66,6850881.31,23482624,9500000,28395924.5
1505,22,6,2013,1,2,6,9,16,32,0,263,15199,0,9151.9,226.23,24873756.07,41112500,29500000,28385940.5
2006,20,1,2018,1,9,14,20,25,54,0,71,5500,0,31319.78,577.58,15294551.69,38569461,20000000,2836884.47
1290,8,6,2011,2,3,14,23,34,50,0,93,7535,0,24687.3,435.28,24014974.07,39216014,30000000,28218499.29
2252,15,4,2020,1,17,30,37,46,50,0,20,1723,0,83292.59,1381.18,16489704.97,28893199.5,20000000,28195186.58
1598,10,5,2014,29,31,36,42,47,53,0,121,6776,0,17829.91,454.84,7010250.78,36850340,12000000,28073072.37
1822,28,5,2016,1,22,26,43,50,53,0,23,1885,0,61876.99,1078.56,2621630.3,24684450,6000000,28060560.9
1407,18,7,2012,18,29,31,42,43,53,0,53,3583,0,34598.18,731.11,6539717.17,31321024,11000000,28045491.3
1197,17,7,2010,36,37,39,49,54,60,0,35,2662,0,37329.11,701.14,4318353.37,22316318,7000000,28034134.77
2116,17,1,2019,1,9,19,21,34,54,0,91,5468,0,24748.67,588.39,27296435.12,39062460.5,33000000,2801259.13
1932,20,5,2017,10,16,21,29,44,55,0,72,5449,0,38379.16,724.45,28993285.02,47928555.5,34000000,28007004.13
1709,30,5,2015,7,19,30,35,42,47,0,102,6499,0,26620.03,596.84,27483984.27,46378374,33000000,27987092.53
1038,10,1,2009,6,7,28,35,43,51,0,80,5438,0,16894.25,248.54,4545165.59,0,7500000,2791215.61
1093,22,7,2009,19,23,27,38,41,49,0,299,18464,0,13845.47,320.29,45920866.95,70710811.5,56000000,27778182.3
2251,11,4,2020,5,15,22,26,54,58,0,29,2222,0,49650.39,925.71,13421030.49,24973528.5,17000000,27756804.5
1504,19,6,2013,2,10,12,30,41,42,0,74,5957,0,25045.42,444.46,20439900.82,31656794,25000000,27752532.6
